!;' <P>;XY;!;XY
geliehen;g @ . l ' i: . @ n;VVFIN;ge lieh en;PRFX V INFL
geling;g @ . l ' I N;VVFIN;geling;V
gelingt;g @ . l ' I N t;VVFIN;geling t;V INFL
gelockert;g @ . l ' O k . 6 t;VVPP;ge locker t;PRFX ADJ SFX
gelächelt;g @ . l ' E . C @ l t;VVFIN;ge lächel t;PRFX V INFL
gelässt;g @ . l ' E s t;VVFIN;ge läss t;PRFX V INFL
gelöst;g @ . l ' 2: s t;VVPP;ge lös t;PRFX V SFX
gemachen;g @ . m ' a . x @ n;VVFIN;ge mach en;PRFX V INFL
gemacht;g @ . m ' a x t;VVPP;ge mach t;PRFX V SFX
gemachte;g @ . m ' a x . t @;ADJA;ge mach t e;PRFX V SFX INFL
gemalt;g @ . m ' a: l t;VVFIN;gemalt;V
gemein;g @ . m ' aI n;ADJD;gemein;ADJ
gemeinsam;g @ . m ' aI n . z a: m;ADJD;ge mein sam;PRFX V SFX
gemeldet;g @ . m ' E l . d @ t;VVPP;ge meld et;PRFX V SFX
gemerkt;g @ . m ' E6 k t;VVPP;ge merk t;PRFX V SFX
gemütlich;g @ . m ' y: t . l I C;ADJD;gemüt lich;NN SFX
genahmen;g @ . n ' a: . m @ n;VVFIN;ge nahm en;PRFX V INFL
genau;g @ . n ' aU;ADJD;genau;ADJ
genauer;g @ . n ' aU . 6;ADJD;genau er;ADV KOMP
genauso;g @ . n ' aU . z o:;ADV;genau so;ADV ADV
genervt;g @ . n ' E6 f t;VVFIN;ge nerv t;PRFX NN INFL
genickt;g @ . n ' I k t;VVFIN;ge nick t;PRFX V INFL
genießt;g @ . n ' i: s t;VVFIN;genieß t;V INFL
genommen;g @ . n ' O m . @ n;VVPP;ge nomm en;PRFX V INFL
genug;g @ . n ' u: k;ADV;genug;ADV
genüsslich;g @ . n ' Y s . l I C;VVFIN;genüsslich;V
gepackt;g @ . p ' a k t;VVPP;ge pack t;PRFX NN SFX
gepfiffen;g @ . p f ' I f . @ n;VVFIN;ge pfiff en;PRFX NN INFL
geplatzt;g @ . p l ' a t s t;VVPP;ge platz t;PRFX NN SFX
geplatzte;g @ . p l ' a t s . t @;VVFIN;ge platz t e;PRFX NN SFX INFL
geplaudert;g @ . p l ' aU . d 6 t;VVFIN;ge plauder t;PRFX V INFL
geplumpst;g @ . p l ' U m p s t;VVFIN;ge plump st;PRFX ADJ INFL
geprüft;g @ . p r ' y: f t;VVPP;ge prüf t;PRFX NN SFX
geputzt;g @ . p ' U t s t;VVFIN;ge putz t;PRFX NN INFL
gequasselt;g @ . k v ' a s . @ l t;VVFIN;ge quassel t;PRFX V INFL
gequatscht;g @ . k v ' a t S t;VVFIN;ge quatsch t;PRFX NN INFL
gequietscht;g @ . k v ' i: t S t;VVFIN;ge quietsch t;PRFX V INFL
gerade;g @ . r ' a: . d @;ADV;ge rad e;PRFX NN INFL
gerannt;g @ . r ' a n t;VVFIN;ge rann t;PRFX V INFL
gerast;g @ . r ' a: s t;VVFIN;ge ras t;PRFX V INFL
gerechnet;g @ . r ' E C . n @ t;VVPP;ge rechn et;PRFX V SFX
geredet;g @ . r ' e: . d @ t;VVPP;ge red et;PRFX V SFX
gerennt;g @ . r ' E n t;VVFIN;ge renn t;PRFX V INFL
gerettet;g @ . r ' E t . @ t;VVPP;ge rett et;PRFX V SFX
geriet;g @ . r ' i: t;VVFIN;ge riet;PRFX V
gerissen;g @ . r ' I s . @ n;VVPP;ge riss en;PRFX NN SFX
gerissene;g @ . r ' I s . @ . n @;VVFIN;ge riss en e;PRFX NN SFX INFL
gern;g ' E6 n;ADV;gern;ADV
gerne;g ' E6 . n @;ADV;gerne;ADV
gerochen;g @ . r ' O . x @ n;VVFIN;ge roch en;PRFX V INFL
gerollt;g @ . r ' O l t;VVFIN;ge roll t;PRFX V INFL
gerubbelt;g @ . r ' U b . @ l t;VVFIN;ge rubbel t;PRFX V INFL
gerufen;g @ . r ' u: . f @ n;VVPP;ge ruf en;PRFX NN SFX
geruft;g @ . r ' u: f t;VVFIN;ge ruf t;PRFX NN INFL
gerutscht;g @ . r ' U t S t;VVPP;ge rutsch t;PRFX V SFX
gerührt;g @ . r ' y: 6 t;VVPP;ge rühr t;PRFX V SFX
gesagt;g @ . z ' a: k t;VVPP;ge sag t;PRFX V SFX
gesahen;g @ . z ' a: . @ n;VVFIN;ge sah en;PRFX V INFL
gesaugt;g @ . z ' aU k t;VVFIN;ge saug t;PRFX V INFL
gesaugten;g @ . z ' aU k . t @ n;VVFIN;ge saug ten;PRFX V INFL
gesaust;g @ . z ' aU s t;VVPP;ge saus t;PRFX V SFX
geschafft;g @ . S ' a f t;VVPP;ge schaff t;PRFX V SFX
geschah;g @ . S ' a:;VVFIN;geschah;V
geschauen;g @ . S ' aU . @ n;VVFIN;ge schau en;PRFX NN INFL
geschaut;g @ . S ' aU t;VVPP;ge schau t;PRFX NN SFX
geschehen;g @ . S ' e: . @ n;VVPP;gescheh en;V INFL
geschellt;g @ . S ' E l t;VVFIN;geschellt;V
geschenkt;g @ . S ' E N k t;VVPP;ge schenk t;PRFX V SFX
geschickt;g @ . S ' I k t;ADJD;ge schick t;PRFX V SFX
geschickten;g @ . S ' I k . t @ n;VVFIN;ge schick t en;PRFX ADJ SFX INFL
geschiebt;g @ . S ' i: p t;VVFIN;ge schieb t;PRFX V INFL
geschieht;g @ . S ' i: t;VVFIN;geschieh t;V INFL
geschimpft;g @ . S ' I m p f t;VVFIN;ge schimpf t;PRFX V INFL
geschlabbert;g @ . S l ' a b . 6 t;VVFIN;ge schlabber t;PRFX V INFL
geschlafen;g @ . S l ' a: . f @ n;VVPP;ge schlaf en;PRFX NN SFX
geschlagen;g @ . S l ' a: . g @ n;VVPP;ge schlag en;PRFX NN SFX
geschlichen;g @ . S l ' I . C @ n;VVFIN;ge schlich en;PRFX V INFL
geschlüpft;g @ . S l ' Y p f t;VVFIN;ge schlüpf t;PRFX V INFL
geschmeckt;g @ . S m ' E k t;VVFIN;ge schmeck t;PRFX V INFL
geschmissen;g @ . S m ' I s . @ n;VVFIN;ge schmiss en;PRFX V INFL
geschmolzen;g @ . S m ' O l . t s @ n;VVPP;geschmolzen;V
geschmust;g @ . S m ' u: s t;VVFIN;ge schmus t;PRFX V INFL
geschnappt;g @ . S n ' a p t;VVPP;ge schnapp t;PRFX V SFX
geschnuppert;g @ . S n ' U p . 6 t;VVFIN;ge schnupper t;PRFX V INFL
geschoben;g @ . S ' o: . b @ n;VVPP;ge schob en;PRFX V INFL
geschockt;g @ . S ' O k t;VVFIN;ge schock t;PRFX NN INFL
geschocktes;g @ . S ' O k . t @ s;VVFIN;geschocktes;V
geschossen;g @ . S ' O s . @ n;VVPP;ge schoss en;PRFX NN SFX
geschraubt;g @ . S r ' aU p t;VVFIN;ge schraub t;PRFX V INFL
geschrieben;g @ . S r ' i: . b @ n;VVPP;ge schrieb en;PRFX V INFL
geschrien;g @ . S r ' i: n;VVPP;geschrien;V
geschubst;g @ . S ' U p s t;VVFIN;ge schub st;PRFX NN INFL
geschupst;g @ . S ' U p s t;VVFIN;geschupst;V
geschwitzte;g @ . S v ' I t s . t @;VVFIN;ge schwitz te;PRFX V INFL
geschämt;g @ . S ' E: m t;VVFIN;ge schäm t;PRFX V INFL
gesehen;g @ . z ' e: . @ n;VVPP;ge seh en;PRFX V INFL
geseht;g @ . z ' e: t;VVFIN;ge seh t;PRFX V INFL
gesessen;g @ . z ' E s . @ n;VVPP;ge sess en;PRFX V INFL
gesetzt;g @ . z ' E t s t;VVPP;ge setz t;PRFX V SFX
gesetzten;g @ . z ' E t s . t @ n;ADJA;ge setz t en;PRFX V SFX INFL
gesichert;g @ . z ' I . C 6 t;VVPP;ge sicher t;PRFX V SFX
gesitzt;g @ . z ' I t s t;VVFIN;ge sitz t;PRFX NN INFL
gespannt;g @ . S p ' a n t;VVPP;ge spann t;PRFX V SFX
gespannte;g @ . S p ' a n . t @;VVFIN;ge spann te;PRFX V INFL
gespaziert;g @ . S p a: . t s ' i: 6 t;VVFIN;ge spazier t;PRFX V INFL
gespielt;g @ . S p ' i: l t;VVPP;ge spiel t;PRFX NN SFX
gespiesen;g @ . S p ' i: . z @ n;VVFIN;gespiesen;V
gespringt;g @ . S p r ' I N t;VVFIN;ge spring t;PRFX V INFL
gesprochen;g @ . S p r ' O . x @ n;VVPP;ge sproch en;PRFX V INFL
gesprung;g @ . S p r ' U N;VVFIN;ge sprung;PRFX V
gesprungen;g @ . S p r ' U N . @ n;VVFIN;ge sprung en;PRFX NN INFL
gestaubsaugert;g @ . S t ' aU p . z aU . g 6 t;VVFIN;gestaubsaugert;V
gestaubt;g @ . S t ' aU p t;VVFIN;ge staub t;PRFX NN INFL
gestaunt;g @ . S t ' aU n t;VVFIN;ge staun t;PRFX V INFL
gesteckt;g @ . S t ' E k t;VVPP;ge steck t;PRFX V SFX
gestehen;g @ . S t ' e: . @ n;VVFIN;ge steh en;PRFX V INFL
gestellt;g @ . S t ' E l t;VVPP;ge stell t;PRFX V SFX
gestern;g ' E s . t 6 n;ADV;ge stern;PRFX NN
gestiegen;g @ . S t ' i: . g @ n;VVPP;ge stieg en;PRFX V INFL
gestolpert;g @ . S t ' O l . p 6 t;VVPP;ge stolper t;PRFX V SFX
gestoppt;g @ . S t ' O p t;VVPP;ge stopp t;PRFX NN SFX
gestorben;g @ . S t ' O6 . b @ n;VVPP;ge storb en;PRFX V INFL
gestoßen;g @ . S t ' o: . s @ n;VVPP;ge stoß en;PRFX NN SFX
gestreckt;g @ . S t r ' E k t;VVPP;ge streck t;PRFX V SFX
gestreichelt;g @ . S t r ' aI . C @ l t;VVFIN;ge streich elt;PRFX NN SFX
gestritten;g @ . S t r ' I t . @ n;VVPP;ge stritt en;PRFX V INFL
gestürmt;g @ . S t ' y: 6 m t;VVFIN;ge stürm t;PRFX NN INFL
gesucht;g @ . z ' u: x t;VVPP;ge such t;PRFX V SFX
gesuchte;g @ . z ' u: x . t @;VVFIN;ge such te;PRFX V INFL
gesund;g @ . z ' U n t;ADJD;gesund;ADJ
getan;g @ . t ' a: n;VVPP;getan;V
geteilt;g @ . t ' aI l t;VVPP;ge teil t;PRFX NN SFX
getrennt;g @ . t r ' E n t;ADJD;ge trenn t;PRFX V SFX
getreten;g @ . t r ' e: . t @ n;VVPP;ge tret en;PRFX V INFL
getretent;g @ . t r ' e: . t @ n t;VVFIN;ge tret en t;PRFX V SFX INFL
getroffen;g @ . t r ' O f . @ n;VVPP;ge troff en;PRFX V INFL
getropfen;g @ . t r ' O p . f @ n;VVFIN;ge tropf en;PRFX NN INFL
getropft;g @ . t r ' O p f t;VVFIN;ge tropf t;PRFX NN INFL
getrunken;g @ . t r ' U N . k @ n;VVPP;ge trunk en;PRFX NN SFX
getränt;g @ . t r ' E: n t;VVFIN;getränt;V
geträumt;g @ . t r ' OY m t;VVPP;ge träum t;PRFX V SFX
getröstet;g @ . t r ' 2: s . t @ t;VVFIN;ge tröst et;PRFX V INFL
getötet;g @ . t ' 2: . t @ t;VVFIN;ge töt et;PRFX V INFL
gewackeln;g @ . v ' a k . @ l n;VVFIN;ge wackel n;PRFX V INFL
gewackelt;g @ . v ' a k . @ l t;VVFIN;ge wackel t;PRFX V INFL
gewann;g @ . v ' a n;VVFIN;gewann;V
gewarnt;g @ . v ' a r n t;VVPP;gewarnt;V
gewarte;g @ . v ' a r . t @;VVFIN;ge wart e;PRFX NN INFL
gewartet;g @ . v ' a r . t @ t;VVPP;gewartet;V
geweckt;g @ . v ' E k t;VVPP;ge weck t;PRFX V SFX
geweigert;g @ . v ' aI . g 6 t;VVPP;ge weiger t;PRFX V SFX
geweint;g @ . v ' aI n t;VVPP;ge wein t;PRFX NN SFX
gewesen;g @ . v ' e: . z @ n;VAPP;gewes en;V INFL
gewickelt;g @ . v ' I k . @ l t;VVFIN;ge wickel t;PRFX V INFL
gewinkt;g @ . v ' I N k t;VVFIN;ge wink t;PRFX NN INFL
gewinnte;g @ . v ' I n . t @;VVFIN;gewinn t e;NN SFX INFL
gewonnen;g @ . v ' O n . @ n;VVPP;ge wonn en;PRFX V INFL
geworden;g @ . v ' O6 . d @ n;VAPP;ge word en;PRFX V INFL
geworfen;g @ . v ' O6 . f @ n;VVPP;ge worf en;PRFX V INFL
gewundert;g @ . v ' U n . d 6 t;VVFIN;ge wund ert;PRFX ADJ SFX
gewunken;g @ . v ' U N . k @ n;VVFIN;gewunken;V
gewurden;g @ . v ' U6 . d @ n;VVFIN;ge wurd en;PRFX V INFL
gewurfen;g @ . v ' U6 . f @ n;VVFIN;ge wurf en;PRFX NN INFL
gewusst;g @ . v ' U s t;VVFIN;gewusst;V
gezeigt;g @ . t s ' aI k t;VVPP;ge zeig t;PRFX V SFX
gezieht;g @ . t s ' i: t;VVFIN;ge zieh t;PRFX V INFL
gezogen;g @ . t s ' o: . g @ n;VVPP;ge zog en;PRFX V INFL
geändert;g @ . ? ' E n . d 6 t;VVPP;ge änder t;PRFX V SFX
geöffnet;g @ . ? ' 9 f . n @ t;VVPP;ge öffn et;PRFX V SFX
geöffnetes;g @ . ? ' 9 f . n @ . t @ s;VVFIN;geöffnetes;V
gib;g ' i: p;VVFIN;gib;V
gibst;g ' i: p s t;VVFIN;gib st;V INFL
gibt;g ' i: p t;VVFIN;gib t;V INFL
gibte;g ' i: p . t @;VVFIN;gib te;V INFL
gibts;g ' i: p t s;VVFIN;gibts;V
giebte;g ' i: p . t @;VVFIN;giebte;V
gierig;g ' i: . r I C;VVFIN;gierig;V
gieriger;g ' i: . r I . g 6;VVFIN;gieriger;V
ging;g ' I N;VVFIN;ging;V
gingen;g ' I N . @ n;VVFIN;ging en;NN INFL
gings;g ' I N s;VVFIN;gings;V
gingte;g ' I N . t @;VVFIN;ging t e;NN SFX INFL
gingten;g ' I N . t @ n;VVFIN;ging t en;NN SFX INFL
glatt;g l ' a t;ADJD;glatt;ADJ
glaub;g l ' aU p;VVIMP;glaub;V
glaube;g l ' aU . b @;VVFIN;glaub e;V INFL
glauben;g l ' aU . b @ n;VVINF;glaub en;V INFL
glaubt;g l ' aU p t;VVFIN;glaub t;V INFL
glaubte;g l ' aU p . t @;VVFIN;glaub te;V INFL
glee;g l ' e:;VVFIN;glee;V
gleich;g l ' aI C;ADJD;gleich;ADJ
gleiche;g l ' aI . C @;ADJA;gleich e;ADJ INFL
gleichem;g l ' aI . C @ m;ADJA;gleich em;ADJ INFL
gleichen;g l ' aI . C @ n;ADJA;gleich en;ADJ INFL
gleichzeitig;g l ' aI C . t s aI . t I C;ADJD;gleich zeit ig;PTKVZ NN SFX
gleiten;g l ' aI . t @ n;VVINF;gleit en;V INFL
glotz;g l ' O t s;VVFIN;glotz;V
glücklich;g l ' Y k . l I C;ADJD;glück lich;NN SFX
glückliche;g l ' Y k . l I . C @;ADJA;glück lich e;NN SFX INFL
glücklicher;g l ' Y k . l I . C 6;ADJD;glück lich er;NN SFX INFL
glückliches;g l ' Y k . l I . C @ s;VVFIN;glückliches;V
glücklichste;g l ' Y k . l I C s . t @;VVFIN;glücklichste;V
gosp;g ' O S p;VVFIN;gosp;V
grabt;g r ' a: p t;VVFIN;grab t;NN INFL
grad;g r ' a: t;NN;grad;NN
grade;g r ' a: . d @;VVFIN;grad e;NN INFL
graue;g r ' aU . @;ADJA;grau e;ADJ INFL
greifen;g r ' aI . f @ n;VVINF;greif en;V INFL
greift;g r ' aI f t;VVFIN;greif t;V INFL
greifte;g r ' aI f . t @;VVFIN;greif te;V INFL
griff;g r ' I f;VVFIN;griff;V
grinsend;g r ' I n . z @ n t;ADJD;grins end;V SFX
grinst;g r ' I n s t;VVFIN;grins t;V INFL
grinste;g r ' I n s . t @;VVFIN;grins te;V INFL
grolis;g r ' o: . l I s;VVFIN;grolis;V
groß;g r ' o: s;ADJD;groß;ADJ
große;g r ' o: . s @;ADJA;groß e;ADJ INFL
großem;g r ' o: . s @ m;ADJA;groß em;ADJ INFL
großen;g r ' o: . s @ n;ADJA;groß en;ADJ INFL
großer;g r ' o: . s 6;ADJA;groß er;ADJ INFL
großes;g r ' o: . s @ s;ADJA;groß es;ADJ INFL
größer;g r ' 2: . s 6;ADJD;größ er;ADJ INFL
größte;g r ' 2: s . t @;ADJA;größ t e;ADJ SFX INFL
grün;g r ' y: n;ADJD;grün;ADJ
grüne;g r ' y: . n @;ADJA;grün e;NN INFL
grünem;g r ' y: . n @ m;VVFIN;grünem;V
grünen;g r ' y: . n @ n;ADJA;grün en;NN SFX
grünes;g r ' y: . n @ s;ADJA;grün es;NN INFL
grüßt;g r ' y: s t;VVFIN;grüß t;NN INFL
gt;g e: . t ' e:;VVFIN;gt;V
guart;g u . ? ' a: 6 t;VVFIN;guart;V
guck;k ' U k;VVFIN;guck;V
gucke;k ' U k . @;VVFIN;guck e;V INFL
gucken;k ' U k . @ n;VVFIN;guck en;V INFL
guckt;k ' U k t;VVFIN;guck t;V INFL
guckte;k ' U k . t @;VVFIN;guck te;V INFL
guckten;k ' U k . t @ n;VVFIN;guck ten;V INFL
gut;g ' u: t;ADJD;gut;ADJ
gute;g ' u: . t @;ADJA;gut e;NN INFL
guten;g ' u: . t @ n;ADJA;gut en;NN SFX
gönnen;g ' 9 n . @ n;VVFIN;gönn en;V INFL
hab;h ' a: p;VAIMP;hab;V
habe;h ' a: . b @;VAFIN;hab e;V INFL
haben;h ' a: . b @ n;VAINF;hab en;V INFL
habens;h ' a: . b @ n s;VVFIN;habens;V
habs;h ' a: p s;VVFIN;habs;V
habt;h ' a: p t;VAFIN;hab t;V INFL
haha;h ' a: . h a;VVFIN;haha;V
hahaha;h ' a . h a . h a;VVFIN;hahaha;V
hahahahahahaha;h ' a: . h a: . h a: . h a: . h a: . h a: . h a:;VVFIN;hahahahahahaha;V
hahu;h ' a: . h u:;VVFIN;hahu;V
hakte;h ' a: k . t @;VVFIN;hakte;V
halb;h ' a l p;ADJD;halb;ADJ
halbe;h ' a l . b @;ADJA;halb e;ADJ INFL
halben;h ' a l . b @ n;ADJA;halb en;ADJ INFL
halbes;h ' a l . b @ s;ADJA;halb es;ADJ INFL
half;h ' a l f;VVFIN;half;V
halft;h ' a l f t;VVFIN;half t;V INFL
hallo;h ' a l . o;VVFIN;hallo;V
halt;h ' a l t;ADV;halt;ADV
halte;h ' a l . t @;VVFIN;halt e;NN INFL
halten;h ' a l . t @ n;VVINF;halt en;NN INFL
haltet;h ' a l . t @ t;VVFIN;halt et;NN INFL
haltete;h ' a l . t @ . t @;VVFIN;halt et e;NN SFX INFL
hang;h ' a N;VVFIN;hang;V
hangen;h ' a N . @ n;VVFIN;hang en;NN INFL
hanget;h ' a N . @ t;VVFIN;hang et;NN INFL
hangt;h ' a N t;VVFIN;hang t;NN INFL
hangte;h ' a N . t @;VVFIN;hang t e;NN SFX INFL
happy;h ' E p . i;VVFIN;happy;V
hart;h ' a r t;ADJD;hart;ADJ
harte;h ' a r . t @;ADJA;hart e;ADJ INFL
harten;h ' a r . t @ n;ADJA;hart en;ADJ INFL
hast;h ' a s t;VAFIN;hast;V
hastig;h ' a s . t I C;ADJD;hast ig;NN SFX
hat;h ' a t;VAFIN;hat;V
hats;h ' a t s;VVFIN;hats;V
hatte;h ' a t . @;VAFIN;hat te;V INFL
hatten;h ' a t . @ n;VAFIN;hat ten;V INFL
hattest;h ' a t . @ s t;VAFIN;hat test;V INFL
hattet;h ' a t . @ t;VVFIN;hat tet;V INFL
hattete;h ' a t . @ . t @;VVFIN;hattete;V
hau;h ' aU;VVFIN;hau;V
haust;h ' aU s t;VVFIN;haus t;NN INFL
haut;h ' aU t;VVFIN;haut;V
hautfarbig;h ' aU t . f a r . b I C;VVFIN;hautfarbig;V
he;h ' e:;VVFIN;he;V
heb;h ' e: p;VVFIN;heb;V
hebt;h ' e: p t;VVFIN;heb t;V INFL
hebte;h ' e: p . t @;VVFIN;heb te;V INFL
hechelt;h ' E . C @ l t;VVFIN;hechel t;V INFL
hechelte;h ' E . C @ l . t @;VVFIN;hechel te;V INFL
heeeeeeeeee;h ' e:;VVFIN;heeeeeeeeee;V
heftet;h ' E f . t @ t;VVFIN;heft et;NN INFL
heftig;h ' E f . t I C;ADJD;heft ig;NN SFX
heftigen;h ' E f . t I . g @ n;ADJA;heft ig en;NN SFX INFL
hehe;h ' e: . h e:;VVFIN;hehe;V
hei;h ' aI;VVFIN;hei;V
heile;h ' aI . l @;VVFIN;heil e;NN INFL
heim;h ' aI m;PTKVZ;heim;PTKVZ
heimgekehrt;h ' aI m . g @ . k e: 6 t;VVFIN;heim ge kehr t;PTKVZ PRFX V INFL
heimlich;h ' aI m . l I C;ADJD;heim lich;NN SFX
heiß;h ' aI s;ADJD;heiß;ADJ
heiße;h ' aI . s @;VVFIN;heiß e;ADJ INFL
heißen;h ' aI . s @ n;VVINF;heiß en;ADJ INFL
heißt;h ' aI s t;VVFIN;heiß t;ADJ INFL
heißte;h ' aI s . t @;VVFIN;heiß t e;ADJ SFX INFL
heißten;h ' aI s . t @ n;VVFIN;heiß t en;ADJ SFX INFL
hektisch;h ' E k . t I S;ADJD;hekt isch;ADJ SFX
helf;h ' E l f;CARD;helf;CARD
helfe;h ' E l . f @;VVFIN;helf e;V INFL
helfen;h ' E l . f @ n;VVINF;helf en;V INFL
helft;h ' E l f t;CARD;helft;CARD
helfte;h ' E l f . t @;CARD;helfte;CARD
hellbrauner;h ' E l . b r aU . n 6;VVFIN;hellbrauner;V
helles;h ' E l . @ s;VVFIN;helles;V
her;h ' e:6;APZR;her;ADP
herab;h E r . ' a p;PTKVZ;her ab;PTKVZ ADP
heran;h E r . ' a n;PTKVZ;her an;PTKVZ ADP
heraus;h E r . ' aU s;PTKVZ;her aus;PTKVZ ADP
herausgefunden;h E r . ' aU s . g @ . f U n . d @ n;VVFIN;her aus ge fund en;PTKVZ ADP PRFX NN INFL
herausgeschleudert;h E r . ' aU s . g @ . S l OY . d 6 t;VVFIN;her aus ge schleuder t;PTKVZ ADP PRFX NN INFL
herauskam;h E r . ' aU s . k a: m;VVFIN;her aus kam;PTKVZ PRFX V
herbeigeflogen;h e:6 . b ' aI . g @ . f l o: . g @ n;VVFIN;her bei ge flog en;PTKVZ ADP PRFX V INFL
herein;h E r . ' aI n;PTKVZ;her ein;PTKVZ PTKVZ
hereinkommen;h E r . ' aI n . k O m . @ n;VVINF;her ein komm en;PTKVZ PRFX V INFL
hergelaufen;h ' e:6 . g @ . l aU . f @ n;VVFIN;her ge lauf en;PTKVZ PRFX NN INFL
hergerannt;h ' e:6 . g @ . r a n t;VVFIN;her ge rann t;PTKVZ PRFX V INFL
herkamt;h ' E 6 . k a: m t;VVFIN;her kam t;PTKVZ V INFL
herkommen;h ' e:6 . k O m . @ n;VVFIN;her komm en;PTKVZ V INFL
herrlich;h ' E6 . l I C;ADJD;herr lich;NN SFX
herrlichen;h ' E6 . l I . C @ n;VVFIN;herr lich en;NN SFX INFL
herum;h E r . ' U m;APZR;herum;ADP
herumwedelt;h E r . ' U m . v e: . d @ l t;VVFIN;her um wedel t;PTKVZ ADP NN INFL
herunter;h E r . ' U n . t 6;PTKVZ;her unter;PTKVZ ADP
heruntergeworfen;h @ . r ' U n . t E 6 . g @ . v O6 f . @ n;VVFIN;her unter ge worf en;PTKVZ ADP PRFX V INFL
hervor;h E6 . f ' o:6;PTKVZ;her vor;PTKVZ ADP
herzlich;h ' E6 t s . l I C;ADJD;herz lich;NN SFX
herüber;h E r . ' y: . b 6;PTKVZ;her über;PTKVZ ADP
heulen;h ' OY . l @ n;VVINF;heul en;V INFL
heulend;h ' OY . l @ n t;VVFIN;heulend;V
heult;h ' OY l t;VVFIN;heul t;V INFL
heulte;h ' OY l . t @;VVFIN;heul te;V INFL
heute;h ' OY . t @;ADV;heute;ADV
heutzutage;h ' OY t . t s u . t a: . g @;ADV;heutzutage;ADV
hey;h ' E j;VVFIN;hey;V
hi;h ' aI;VVFIN;hi;V
hielt;h ' i: l t;VVFIN;hielt;V
hielte;h ' i: l . t @;VVFIN;hielt e;V INFL
hielten;h ' i: l . t @ n;VVFIN;hielt en;V INFL
hier;h ' i:6;ADV;hier;ADV
hierher;h ' i:6 . h e:6;PAV;hier her;ADV PTKVZ
hierhin;h ' i:6 . h I n;ADV;hier hin;ADV PTKVZ
hierhinbringen;h ' i:6 . h I n . b r I N . @ n;VVFIN;hier hin bring en;ADV PTKVZ V INFL
hieß;h ' i: s;VVFIN;hieß;V
hießen;h ' i: . s @ n;VVFIN;hieß en;V INFL
hießt;h ' i: s t;VVFIN;hieß t;V INFL
hihi;h ' i: . h i:;VVFIN;hihi;V
hihihohohah;h I . h I . h O . h O . h ' a:;VVFIN;hihihohohah;V
hiiiiiii;h ' i:;VVFIN;hiiiiiii;V
hilf;h ' I l f;VVIMP;hilf;V
hilflos;h ' I l f . l o: s;ADJD;hilf los;V SFX
hilft;h ' I l f t;VVFIN;hilf t;V INFL
hilfte;h ' I l f . t @;VVFIN;hilf te;V INFL
hin;h ' I n;PTKVZ;hin;PTKVZ
hinaus;h I n . ' aU s;APZR;hinaus;ADP
hinbringen;h ' I n . b r I N . @ n;VVFIN;hin bring en;PTKVZ V INFL
hindern;h ' I n . d 6 n;VVINF;hinder n;V INFL
hinein;h I n . ' aI n;APZR;hinein;ADP
hineingekriecht;h I n . ' aI n . g @ . k r i: C t;VVFIN;hin ein ge kriech t;PTKVZ PTKVZ PRFX V INFL
hinfahren;h ' I n . f a: . r @ n;VVFIN;hin fahr en;PTKVZ V INFL
hinfort;h I n . f ' o:6 t;VVFIN;hinfort;V
hinfällt;h ' I n . f E l t;VVFIN;hin fäll t;PTKVZ V INFL
hing;h ' I N;VVFIN;hing;V
hingebracht;h ' I n . g @ . b r a x t;VVPP;hin ge brach t;PTKVZ PRFX V SFX
hingefahren;h ' I n . g @ . f a: . r @ n;VVPP;hin ge fahr en;PTKVZ PRFX V INFL
hingefallen;h ' I n . g @ . f a l . @ n;VVPP;hin ge fall en;PTKVZ PRFX NN SFX
hingelaufen;h ' I n . g @ . l aU . f @ n;VVFIN;hin ge lauf en;PTKVZ PRFX NN INFL
hingelegt;h ' I n . g @ . l e: k t;VVPP;hin ge leg t;PTKVZ PRFX V SFX
hingerannt;h ' I n . g @ . r a n t;VVFIN;hin ge rann t;PTKVZ PRFX V INFL
hingeschrieben;h ' I n . g @ . S r i: . b @ n;VVFIN;hin ge schrieb en;PTKVZ PRFX V INFL
hingesetzen;h ' I n . g @ . z E t . s @ n;VVFIN;hin ge setz en;PTKVZ PRFX V INFL
hingesetzt;h ' I n . g @ . z E t s t;VVFIN;hin ge setz t;PTKVZ PRFX V INFL
hingestellt;h ' I n . g @ . S t E l t;VVPP;hin ge stell t;PTKVZ PRFX V SFX
hingetan;h ' I n . g @ . t a: n;VVFIN;hin getan;PTKVZ V
hingt;h ' I N t;VVFIN;hing t;V INFL
hinkommen;h ' I n . k O m . @ n;VVFIN;hin komm en;PTKVZ V INFL
hinlegen;h ' I n . l e: . g @ n;VVINF;hin leg en;PTKVZ V INFL
hinsetzen;h ' I n . z E t . s @ n;VVFIN;hin setz en;PTKVZ V INFL
hinsetzt;h ' I n . z E t s t;VVFIN;hin setz t;PTKVZ V INFL
hinsetzten;h ' I n . z E t s . t @ n;VVFIN;hin setz ten;PTKVZ V INFL
hinten;h ' I n . t @ n;ADV;hinten;ADV
hinter;h ' I n . t 6;APPR;hinter;ADP
hinteren;h ' I n . t @ . r @ n;ADJA;hinter en;ADJ INFL
hinterher;h ' I n . t 6 . h e:6;PTKVZ;hinter her;ADP ADP
hinterhergelaufen;h I n . t 6 . h ' E 6 . g @ . l aU . f @ n;VVFIN;hinter her ge lauf en;ADP ADP PRFX NN INFL
